description,location,date,bedroom,bathroom,price
4 bedroom semi-detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 13 Aug 2020,4,5,"53,500,000"
5 bedroom terraced duplex for sale,"  Ikate, Lekki, Lagos",Added on 13 Aug 2020,5,6,"57,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 04 Jun 2020,4,4,"120,000,000"
?,"  Lekki Phase 1, Lekki, Lagos",?,4,4,"120,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 23 Jul 2020,5,4,"180,000,000"
Block of flats for sale,"  Off Pedro Road. Pedro., Palmgrove, Shomolu, Lagos",Added on 13 Aug 2020,5,4,"100,000,000"
5 bedroom detached duplex for sale,"  Orchid Road, Lekki Expressway, Lekki, Lagos",Added on 15 Jul 2020,5,5,"75,000,000"
2 bedroom house for sale,"  Lawanson, Surulere, Lagos",Added on 13 Aug 2020,2,3,"70,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,5,5,"160,000,000"
3 bedroom terraced duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 12 Aug 2020,3,3,"33,000,000"
3 bedroom block of flats for sale,"  Aguda, Surulere, Lagos",Added on 13 Aug 2020,3,4,"45,000,000"
4 bedroom block of flats for sale,"  Durumi, Abuja",Added on 13 Aug 2020,4,4,"350,000,000"
5 bedroom detached duplex for sale,"  Chevron Lekki, Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,5,4,"84,000,000"
5 bedroom semi-detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 13 Aug 2020,5,5,"250,000,000"
5 bedroom semi-detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 13 Aug 2020,5,5,"220,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
4 bedroom detached duplex for sale,"  Ogologo, Agungi, Lekki, Lagos",Added on 13 Aug 2020,4,4,"60,000,000"
5 bedroom detached duplex for sale,"  Second Tollgate, Lekki, Lagos",Added on 13 Aug 2020,5,5,"100,000,000"
5 bedroom detached duplex for sale,"  Chevron., Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,5,5,"125,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki Phase 1, Lekki, Lagos",Added on 24 Jul 2020,4,4,"50,000,000"
2 bedroom block of flats for sale,"  Gra, Abijo, Lekki, Lagos",Added on 31 Jul 2020,2,2,"17,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,6,"120,000,000"
5 bedroom house for sale,"  Gwarinpa Off 6th Avenue, Gwarinpa, Abuja",Added on 13 Aug 2020,5,5,"70,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki, Lagos",Added on 13 Aug 2020,5,22,"140,000,000"
?,"  Megamound, Lekki, Lagos",?,5,22,"140,000,000"
5 bedroom detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 09 Aug 2020,5,5,"70,000,000"
24 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,24,6,"290,000,000"
6 bedroom detached bungalow for sale,"  Pegi Estate., Kuje, Abuja",Added on 13 Aug 2020,6,2,"16,000,000"
Detached duplex for sale,"  Megamound., Lekki, Lagos",Added on 13 Aug 2020,6,2,"130,000,000"
4 bedroom detached duplex for sale,"  Ikota Villa Estate., Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"48,000,000"
4 bedroom detached duplex for sale,"  Villa Estate., Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"57,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Road By Second Tollgate, Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  2nd Traffic Light, Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,5,6,"160,000,000"
4 bedroom terraced duplex for sale,"  Orchid Hotel Road By Chevron Toll Gate., Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Hotel Road By Chevron Toll Gate., Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,4,4,"57,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,5,"75,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Behind Minister's Quarters, Opposite Mobil, Mabuchi, Abuja",Added on 27 Oct 2019,4,4,"54,000,000"
2 bedroom detached bungalow for sale,"  Fidiso Estate, Jw Bustop Abijo, Abijo, Lekki, Lagos",Added on 11 Aug 2020,2,2,"7,000,000"
4 bedroom terraced duplex for sale,"  Jahi, Abuja",Added on 13 Aug 2020,4,4,"70,000,000"
5 bedroom detached duplex for sale,"  Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos",Added on 06 Aug 2020,5,5,"72,000,000"
8 bedroom detached duplex for sale,"  Dolphin Estate, Ikoyi, Lagos",Added on 01 Jun 2020,8,8,"190,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki, Lagos",Added on 13 Aug 2020,5,5,"90,000,000"
2 bedroom terraced bungalow for sale,"  Wawa, Lagos Ibadan Expessway, Berger, Arepo, Ogun",Added on 15 Jun 2020,2,2,"27,500,000"
4 bedroom terraced duplex for sale,"  Wawa, Lagos- Ibadan Expressway, Berger, Arepo, Ogun",Added on 29 Oct 2019,4,4,"42,500,000"
3 bedroom semi-detached bungalow for sale,"  Wawa, Lagos Ibadan Expessway, Berger, Arepo, Ogun",Added on 15 Jun 2020,3,3,"32,500,000"
4 bedroom semi-detached bungalow for sale,"  Wawa, After Opic, Berger, Arepo, Ogun",Added on 26 Apr 2019,4,4,"37,500,000"
?,"  Wawa, After Opic, Berger, Arepo, Ogun",?,4,4,"37,500,000"
4 bedroom semi-detached duplex for sale,"  Osapa Lekki, Osapa, Lekki, Lagos",Added on 13 Aug 2020,4,4,"58,000,000"
4 bedroom terraced duplex for sale,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 13 Aug 2020,4,4,"43,000,000"
2 bedroom terraced bungalow for sale,"  Behind Redemption Camp, Simawa, Ogun",Added on 19 May 2020,2,3,"18,500,000"
5 bedroom detached duplex for sale,"  Omole Phase 2, Ikeja, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
2 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 13 Aug 2020,2,2,"16,500,000"
4 bedroom semi-detached duplex for sale,"  Life Camp, Abuja",Added on 13 Aug 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 05 Aug 2020,5,6,"100,000,000"
5 bedroom detached duplex for sale,"  Osapa London Estate, Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,5,"100,000,000"
4 bedroom semi-detached duplex for sale,"  Conservation Road By Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 13 Aug 2020,5,11,"750,000,000"
5 bedroom detached duplex for sale,"  Arcadia Groove Estate, Osapa, Lekki, Lagos",Added on 06 May 2020,5,5,"290,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Bera Estate Off Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 15 Aug 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos",Added on 03 May 2020,5,5,"85,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 07 May 2020,5,5,"250,000,000"
5 bedroom detached duplex for sale,"  Pinnock Estate, Osapa, Lekki, Lagos",Added on 04 Aug 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  Ifako Beside Global Impact Church, Ori-oke, Ogudu, Lagos",Added on 11 Jul 2019,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Pinnock Estate., Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,5,"170,000,000"
5 bedroom terraced duplex for sale,"  Estate, Banana Island, Ikoyi, Lagos",Added on 06 Aug 2020,5,5,"550,000,000"
5 bedroom terraced duplex for sale,"  Victoria Island (VI), Lagos",Added on 06 Aug 2020,5,5,"550,000,000"
4 bedroom detached duplex for sale,"  Lekki County Estate, Chevron Toll Gate., Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,5,"75,000,000"
4 bedroom terraced duplex for sale,"  After Zartech, Wuye, Abuja",Added on 13 Aug 2020,4,5,"60,000,000"
?,"  After Zartech, Wuye, Abuja",?,4,5,"60,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Tollgate Orchid Road., Lekki Phase 2, Lekki, Lagos",Added on 13 Aug 2020,4,4,"57,000,000"
5 bedroom detached duplex for sale,"  Megamound, Ikota, Lekki, Lagos",Added on 13 Aug 2020,5,5,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Off Admiralty Road Lekki., Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,4,4,"170,000,000"
4 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 08 Aug 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Tollgate, Lekki, Lagos",Added on 27 Jul 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Megamound Estate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"75,000,000"
3 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,3,3,"700,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 05 Jul 2019,4,4,"100,000,000"
5 bedroom semi-detached duplex for sale,"  Ogudu Foreshore, Ori-oke, Ogudu, Lagos",Added on 06 Apr 2020,5,5,"60,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,4,4,"120,000,000"
3 bedroom block of flats for sale,"  Megamond., Ikota, Lekki, Lagos",Added on 13 Aug 2020,3,3,"38,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"55,000,000"
6 bedroom detached duplex for sale,"  Odeku Estate Off Ajila /elebu Road., Ibadan, Oyo",Added on 13 Aug 2020,6,4,"25,000,000"
5 bedroom detached duplex for sale,"  Bella Court 2, Meadow Hall Way., Ikate, Lekki, Lagos",Added on 13 Aug 2020,5,6,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Parkview, Ikoyi, Lagos",Added on 11 Aug 2020,4,4,"225,000,000"
4 bedroom terraced duplex for sale,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,4,4,"74,000,000"
3 bedroom detached bungalow for sale,"  Remlec Estate, Badore, Ajah, Lagos",Added on 26 Feb 2020,3,3,"30,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,5,3,"85,000,000"
3 bedroom block of flats for sale,"  Off Place Road, Oniru, Victoria Island (VI), Lagos",Added on 04 Aug 2020,3,4,"550,000,000"
4 bedroom terraced duplex for sale,"  Idado, Lekki, Lagos",Added on 03 Jul 2020,4,4,"65,000,000"
?,"  Idado, Lekki, Lagos",?,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 13 Aug 2020,5,4,"200,000,000"
4 bedroom terraced duplex for sale,"  Area 1, Garki, Abuja",Added on 13 Aug 2020,4,5,"47,000,000"
5 bedroom detached duplex for sale,"  Amazon Estate, VGC, Lekki, Lagos",Added on 29 Jun 2020,5,5,"75,000,000"
5 bedroom semi-detached duplex for sale,"  Ikoyi, Lagos",Added on 30 Jun 2020,5,6,"320,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 01 Jul 2020,4,4,"46,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki, Lagos",Added on 02 Jul 2020,4,5,"54,000,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 03 Jul 2020,5,6,"120,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added on 03 Jul 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 03 Jul 2020,4,5,"55,000,000"
3 bedroom semi-detached duplex for sale,"  Opic, Isheri North, Lagos",Added on 10 Jul 2020,3,3,"32,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Jul 2020,5,8,"260,000,000"
?,,?,,,
6 bedroom detached duplex for sale,"  Chevy View Estate, Lekki, Lagos",Added on 18 Aug 2020,6,6,"90,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 19 Jul 2020,4,5,"47,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Jul 2020,5,6,"320,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Jul 2020,5,6,"175,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 22 Jul 2020,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Area, Lekki, Lagos",Added on 23 Jul 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 25 Jul 2020,4,5,"36,000,000"
4 bedroom detached duplex for sale,"  Abule Egba, Agege, Lagos",Added on 30 Jul 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Tollgate, Lekki, Lagos",Added on 31 Jul 2020,4,5,"54,000,000"
?,"  2nd Tollgate, Lekki, Lagos",?,4,5,"54,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 04 Aug 2020,5,6,"87,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 05 Aug 2020,4,5,"70,000,000"
5 bedroom detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 05 Aug 2020,5,7,"110,000,000"
3 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Aug 2020,3,4,"64,500,000"
8 bedroom block of flats for sale,"  Ilupeju Estate, Ilupeju, Lagos",Added on 11 Aug 2020,8,8,"110,000,000"
4 bedroom terraced duplex for sale,"  Dilon Street., Agungi, Lekki, Lagos",Added on 13 Aug 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Victoria Bay 2., Osapa, Lekki, Lagos",Added on 13 Aug 2020,4,4,"70,000,000"
4 bedroom terraced duplex for sale,"  Parkview, Ikoyi, Lagos",Added on 13 Aug 2020,4,4,"189,000,000"
4 bedroom terraced duplex for sale,"  Cbn Estate., Apo, Abuja",Added on 12 Aug 2020,4,4,"23,000,000"
5 bedroom semi-detached duplex for sale,"  Okun Ajah, Off Abraham Adesanya Road, Lekki Scheme 2, Ajah, Lagos",Added on 13 Aug 2020,5,6,"43,000,000"
3 bedroom detached bungalow for sale,"  Valencia Estate Behind Sunnyvale Estate, Dakwo, Abuja",Added on 13 Aug 2020,3,3,"20,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
4 bedroom terraced duplex for sale,"  Villa Estate., Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"38,000,000"
4 bedroom detached duplex for sale,"  Wetheral, Owerri, Imo",Added on 13 Aug 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
5 bedroom semi-detached duplex for sale,"  Wuye, Abuja",Added on 07 Jul 2020,5,5,"90,000,000"
8 bedroom detached duplex for sale,"  Parkview, Ikoyi, Lagos",Added on 13 Aug 2020,8,8,"650,000,000"
30 bedroom block of flats for sale,"  Omole Phase 2, Ikeja, Lagos",Added on 13 Aug 2020,30,30,"350,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,4,4,"380,000,000"
5 bedroom detached duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 13 Aug 2020,5,5,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Off Orchid Hotel, By 2nd Toll Gate, Lafiaji, Lekki, Lagos",Added on 29 May 2020,4,4,"55,000,000"
?,"  Off Orchid Hotel, By 2nd Toll Gate, Lafiaji, Lekki, Lagos",?,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 12 Aug 2020,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive., Lekki, Lagos",Added on 13 Aug 2020,4,5,"59,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Aug 2020,5,5,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,4,"58,000,000"
3 bedroom terraced duplex for sale,"  Novojo Estate By Skymall, Ajah, Lagos",Added on 14 Jul 2020,3,3,"30,000,000"
4 bedroom semi-detached duplex for sale,"  Behind Circle Mall., Osapa, Lekki, Lagos",Added on 10 Aug 2020,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate By Second Tollgate, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"52,000,000"
6 bedroom detached duplex for sale,"  Charlton Gate Estate,, Akobo, Ibadan, Oyo",Added on 13 Aug 2020,6,7,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Woji, Port Harcourt, Rivers",Added on 13 Aug 2020,4,7,"3,600,000"
Block of flats for sale,"  Asokoro District, Abuja",Added on 09 Aug 2020,4,7,"1,700,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 07 Aug 2020,4,6,"55,000,000"
4 bedroom detached duplex for sale,"  GRA, Ogudu, Lagos",Added on 13 Aug 2020,4,4,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Down Spar Road., Ikate Elegushi, Lekki, Lagos",Added on 16 Jul 2020,4,4,"130,000,000"
2 bedroom detached bungalow for sale,"  South Pointe Estate Orchard Hotel Road Second Toll Gate., Igbo Efon, Lekki, Lagos",Added on 13 Aug 2020,2,2,"25,000,000"
5 bedroom terraced duplex for sale,"  Behind Meadowhall School And Beside Richmond Estate, Ikate, Lekki, Lagos",Added on 07 Aug 2020,5,7,"57,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive., Lekki Expressway, Lekki, Lagos",Added on 12 Aug 2020,4,4,"53,000,000"
3 bedroom semi-detached duplex for sale,"  Vantage Court 2.0, Bogije, Ibeju Lekki, Lagos",Added on 11 Aug 2020,3,4,"27,000,000"
4 bedroom semi-detached duplex for sale,"  Edens Court, Chevron Drive., Lekki, Lagos",Added on 13 Aug 2020,4,6,"59,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,5,"90,000,000"
4 bedroom terraced duplex for sale,"  Igbo Efon, Lekki, Lagos",Added on 13 Aug 2020,4,4,"50,000,000"
?,"  Igbo Efon, Lekki, Lagos",?,4,4,"50,000,000"
5 bedroom semi-detached duplex for sale,"  Off Orchid Road, By Chevron Toll, Ajah, Lagos",Added on 13 Aug 2020,5,5,"45,000,000"
4 bedroom terraced duplex for sale,"  Edens Court, Chevron Drive., Lekki, Lagos",Added on 13 Aug 2020,4,5,"49,000,000"
5 bedroom detached duplex for sale,"  Pinnock Estate., Osapa, Lekki, Lagos",Added on 13 Aug 2020,5,5,"230,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 02 Sep 2019,4,5,"46,000,000"
5 bedroom detached duplex for sale,"  Chevron Toll, Lekki Expressway, Lekki, Lagos",Added on 10 Jul 2020,5,6,"70,000,000"
Detached bungalow for sale,"  Beechwood Park, Bogije, Ibeju Lekki, Lagos",Added on 07 May 2020,5,6,"19,299,375"
4 bedroom terraced duplex for sale,"  Chevron Toll, Lekki Expressway, Lekki, Lagos",Added on 12 Aug 2020,4,5,"59,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 19 Jul 2020,5,6,"62,000,000"
5 bedroom detached duplex for sale,"  Lekky County Homes., Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate Beside Mega Chicken., Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"45,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
11 bedroom house for sale,"  Fagbile Estate., Isheri, Lagos",Added on 12 Aug 2020,11,6,"60,000,000"
5 bedroom detached duplex for sale,"  Lekki Scheme., Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,5,5,"260,000,000"
5 bedroom detached duplex for sale,"  Vgc Axis, Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"150,000,000"
3 bedroom block of flats for sale,"  Troy Court Mainland, Aguda, Surulere, Lagos",Added on 09 Jul 2020,3,4,"33,000,000"
5 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 05 Aug 2020,5,5,"120,000,000"
4 bedroom detached bungalow for sale,"  Royal Garden Estate, Ajiwe, Ajah, Lagos",Added on 12 Aug 2020,4,4,"130,000,000"
3 bedroom detached bungalow for sale,"  By Grail Message Iju Hills, Ijaiye, Lagos",Added on 14 Jul 2019,3,3,"14,000,000"
2 bedroom block of flats for sale,"  Imeadow Hall Way, Ikate Elegushi, Lekki, Lagos",Added on 12 Aug 2020,2,2,"32,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate., Ajiwe, Ajah, Lagos",Added on 12 Aug 2020,4,4,"60,000,000"
?,"  Thomas Estate., Ajiwe, Ajah, Lagos",?,4,4,"60,000,000"
4 bedroom terraced duplex for sale,"  Oyadiran Estate., Sabo, Yaba, Lagos",Added on 12 Aug 2020,4,5,"48,000,000"
4 bedroom house for sale,"  Osapa, Lekki, Lagos",Added on 12 Aug 2020,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron 2nd Toll Gate, Lekki, Lagos",Added on 12 Aug 2020,4,4,"40,000,000"
3 bedroom detached bungalow for sale,"  Mayfair Gardans, Awoyaya, Ibeju Lekki, Lagos",Added on 22 Oct 2019,3,4,"26,000,000"
Detached duplex for sale,"  Norman Williams Street, Falomo, Ikoyi, Lagos",Added on 22 Oct 2019,3,4,"260,000,000"
4 bedroom house for sale,"  Cowry Creek Estates., Ikate, Lekki, Lagos",Added on 12 Aug 2020,4,4,"220,000,000"
4 bedroom detached duplex for sale,"  Oribanwa,ajah,lekki,wealthland Green Estate, Oribanwa, Ibeju Lekki, Lagos",Added on 12 Aug 2020,4,4,"28,500,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"57,000,000"
4 bedroom block of flats for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 12 Aug 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Magodo Gra, Ikeja, Lagos",Added on 12 Aug 2020,4,4,"80,000,000"
4 bedroom semi-detached bungalow for sale,"  Lekki Expressway, Lekki, Lagos",Added on 12 Aug 2020,4,4,"3,000,000"
?,,?,,,
3 bedroom block of flats for sale,"  Olokodano Street By Ppl Bus Stop, Okokomaiko, Ojo, Lagos",Added Today,3,4,"14,000,000"
4 bedroom semi-detached duplex for sale,"  Bera Estate, Lekki, Lagos",Added on 12 Aug 2020,4,4,"55,000,000"
3 bedroom terraced duplex for sale,"  Millenium Estate., Gbagada Phase 1, Gbagada, Lagos",Added on 12 Aug 2020,3,3,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate.., Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"52,000,000"
4 bedroom semi-detached duplex for sale,"  Off Chevron Drive., Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"58,000,000"
3 bedroom terraced bungalow for sale,"  Aguda, Surulere, Lagos",Added on 12 Aug 2020,3,3,"33,000,000"
5 bedroom detached duplex for sale,"  Megamound, Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
3 bedroom terraced duplex for sale,"  Abraham Adesanya, Lekki Expressway, Lekki, Lagos",Added on 12 Aug 2020,3,3,"38,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 12 Aug 2020,4,4,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid, Lekki, Lagos",Added on 12 Aug 2020,4,5,"45,000,000"
?,"  Orchid, Lekki, Lagos",?,4,5,"45,000,000"
3 bedroom detached bungalow for sale,"  Gwarinpa, Abuja",Added on 12 Aug 2020,3,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid, Lekki, Lagos",Added on 12 Aug 2020,4,5,"45,000,000"
4 bedroom detached duplex for sale,"  Megamound, Lekki, Lagos",Added on 12 Aug 2020,4,4,"80,000,000"
3 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 12 Aug 2020,3,4,"240,000,000"
4 bedroom terraced duplex for sale,"  Creek Avenue Court Phase 2, Ikota, Lekki, Lagos",Added on 26 Mar 2020,4,6,"38,000,000"
4 bedroom detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 13 Jul 2020,4,6,"51,000,000"
5 bedroom detached duplex for sale,"  After Chevron Toll Gate, Ikota., Ikota, Lekki, Lagos",Added on 13 Jul 2020,5,6,"63,000,000"
3 bedroom terraced bungalow for sale,"  Bogije Lakowe Ajah, Facing The Lekki Epe Express Way., Ajah, Lagos",Added on 14 Jul 2020,3,4,"19,299,375"
4 bedroom semi-detached duplex for sale,"  Chevron Drive Lekki Homes., Lekki Phase 2, Lekki, Lagos",Added on 17 Jul 2020,4,6,"59,000,000"
3 bedroom terraced duplex for sale,"  Along Orchid Road, Chevron Toll Gate Axis., Lekki Phase 2, Lekki, Lagos",Added on 17 Jul 2020,3,4,"33,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 12 Aug 2020,5,6,"85,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Onikoyi, Banana Island, Ikoyi, Lagos",Added on 26 Jul 2020,5,,"300,000,000"
3 bedroom semi-detached duplex for sale,"  Richland Gardens., Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,000,000"
4 bedroom block of flats for sale,"  Easter Lilly Penthouse B Prime, Water Gardens Estate 2, Lekki Phase 1, Lekki, Lagos",Added on 05 Nov 2019,4,3,"75,000,000"
